Met Age[Gyr]   Teq[K] Mass[Me] f_env[%]    R_RCB[Re] R_20mbar[Re]  R_1nbar[Re] err_code
  50     0.10  1563.31     8.00     0.10     1.980000     2.310000    3.010000        0
  50     0.10  1563.31     8.00     0.20     2.060000     2.420000    3.190000        0
  50     0.10  1563.31     8.00     0.50     2.220000     2.620000    3.550000        0
  50     0.10  1563.31     8.00     1.00     2.390000     2.860000    4.000000        0
  50     0.10  1563.31     8.00     2.00     2.660000     3.220160    4.694652        1
  50     0.10  1563.31     8.00     5.00     3.250000     4.057871    6.636092        1
  50     0.10  1563.31     8.00    10.00     4.040000     5.269165   10.106301        1
  50     0.10  1563.31     8.00    20.00     5.450000     7.477045   18.750411        1
  50     0.10  1563.31    10.00     0.10     2.090000     2.370000    2.920000        0
  50     0.10  1563.31    10.00     0.20     2.170000     2.470000    3.070000        0
  50     0.10  1563.31    10.00     0.50     2.320000     2.650000    3.370000        0
  50     0.10  1563.31    10.00     1.00     2.490000     2.870000    3.720000        0
  50     0.10  1563.31    10.00     2.00     2.750000     3.200000    4.280000        0
  50     0.10  1563.31    10.00     5.00     3.310000     3.940000    5.650000        0
  50     0.10  1563.31    10.00    10.00     4.060000     4.973747    7.791343        1
  50     0.10  1563.31    10.00    20.00     5.410000     6.854507   12.264768        1
  50     0.10  1563.31    13.00     0.10     2.220000     2.450000    2.890000        0
  50     0.10  1563.31    13.00     0.20     2.300000     2.540000    3.010000        0
  50     0.10  1563.31    13.00     0.50     2.450000     2.710000    3.260000        0
  50     0.10  1563.31    13.00     1.00     2.610000     2.910000    3.540000        0
  50     0.10  1563.31    13.00     2.00     2.860000     3.210000    3.980000        0
  50     0.10  1563.31    13.00     5.00     3.390000     3.870000    5.000000        0
  50     0.10  1563.31    13.00    10.00     4.110000     4.770000    6.510000        0
  50     0.10  1563.31    13.00    20.00     5.400000     6.402385    9.375835        1
  50     0.10  1563.31    16.00     0.10     2.330000     2.530000    2.900000        0
  50     0.10  1563.31    16.00     0.20     2.410000     2.610000    3.010000        0
  50     0.10  1563.31    16.00     0.50     2.550000     2.780000    3.220000        0
  50     0.10  1563.31    16.00     1.00     2.710000     2.960000    3.480000        0
  50     0.10  1563.31    16.00     2.00     2.950000     3.240000    3.850000        0
  50     0.10  1563.31    16.00     5.00     3.470000     3.850000    4.720000        0
  50     0.10  1563.31    16.00    10.00     4.170000     4.690000    5.960000        0
  50     0.10  1563.31    16.00    20.00     5.410000     6.170000    8.210000        0
  50     0.10  1563.31    20.00     0.10     2.450000     2.620000    2.930000        0
  50     0.10  1563.31    20.00     0.20     2.530000     2.700000    3.030000        0
  50     0.10  1563.31    20.00     0.50     2.670000     2.860000    3.230000        0
  50     0.10  1563.31    20.00     1.00     2.830000     3.040000    3.450000        0
  50     0.10  1563.31    20.00     2.00     3.060000     3.290000    3.790000        0
  50     0.10  1563.31    20.00     5.00     3.560000     3.870000    4.540000        0
  50     0.10  1563.31    20.00    10.00     4.250000     4.650000    5.600000        0
  50     0.10  1563.31    20.00    20.00     5.450000     6.020000    7.470000        0
  50     1.00   278.00     1.00     0.10     1.100000     1.360000    2.410000        0
  50     1.00   278.00     1.00     0.20     1.180000     1.470000    1.860000        0
  50     1.00   278.00     1.00     0.50     1.290000     1.680000    2.210000        0
  50     1.00   278.00     1.00     1.00     1.480000     1.977969    2.713930        1
  50     1.00   278.00     1.00     2.00     1.670000     2.314017    3.420464        1
  50     1.00   278.00     1.00     5.00     2.020000     3.037775    5.121392        1
  50     1.00   278.00     1.00    10.00     2.550000     4.253127    9.371763        1
  50     1.00   278.00     1.00    20.00     3.370000     6.391389   23.544961        1
  50     1.00   278.00     2.00     0.10     1.340000     1.490000    1.670000        0
  50     1.00   278.00     2.00     0.20     1.400000     1.580000    1.780000        0
  50     1.00   278.00     2.00     0.50     1.520000     1.730000    1.970000        0
  50     1.00   278.00     2.00     1.00     1.640000     1.900000    2.190000        0
  50     1.00   278.00     2.00     2.00     1.820000     2.140000    2.520000        0
  50     1.00   278.00     2.00     5.00     2.210000     2.720000    3.330000        0
  50     1.00   278.00     2.00    10.00     2.740000     3.530000    4.570000        0
  50     1.00   278.00     2.00    20.00     3.630000     4.813582    6.633906        1
  50     1.00   278.00     3.00     0.10     1.490000     1.610000    1.740000        0
  50     1.00   278.00     3.00     0.20     1.550000     1.680000    1.820000        0
  50     1.00   278.00     3.00     0.50     1.660000     1.810000    1.980000        0
  50     1.00   278.00     3.00     1.00     1.780000     1.960000    2.160000        0
  50     1.00   278.00     3.00     2.00     1.950000     2.170000    2.420000        0
  50     1.00   278.00     3.00     5.00     2.330000     2.650000    3.010000        0
  50     1.00   278.00     3.00    10.00     2.830000     3.300000    3.840000        0
  50     1.00   278.00     3.00    20.00     3.670000     4.400000    5.290000        0
  50     1.00   278.00     4.00     0.10     1.600000     1.700000    1.800000        0
  50     1.00   278.00     4.00     0.20     1.660000     1.760000    1.880000        0
  50     1.00   278.00     4.00     0.50     1.780000     1.900000    2.030000        0
  50     1.00   278.00     4.00     1.00     1.890000     2.030000    2.180000        0
  50     1.00   278.00     4.00     2.00     2.060000     2.220000    2.410000        0
  50     1.00   278.00     4.00     5.00     2.430000     2.660000    2.920000        0
  50     1.00   278.00     4.00    10.00     2.910000     3.240000    3.610000        0
  50     1.00   278.00     4.00    20.00     3.710000     4.200000    4.770000        0
  50     1.00   278.00     5.00     0.10     1.690000     1.770000    1.860000        0
  50     1.00   278.00     5.00     0.20     1.750000     1.840000    1.940000        0
  50     1.00   278.00     5.00     0.50     1.860000     1.970000    2.080000        0
  50     1.00   278.00     5.00     1.00     1.980000     2.090000    2.220000        0
  50     1.00   278.00     5.00     2.00     2.140000     2.280000    2.430000        0
  50     1.00   278.00     5.00     5.00     2.500000     2.690000    2.900000        0
  50     1.00   278.00     5.00    10.00     2.970000     3.230000    3.520000        0
  50     1.00   278.00     5.00    20.00     3.750000     4.110000    4.540000        0
  50     1.00   278.00     6.00     0.10     1.760000     1.840000    1.920000        0
  50     1.00   278.00     6.00     0.20     1.830000     1.910000    2.000000        0
  50     1.00   278.00     6.00     0.50     1.940000     2.030000    2.130000        0
  50     1.00   278.00     6.00     1.00     2.050000     2.150000    2.260000        0
  50     1.00   278.00     6.00     2.00     2.210000     2.330000    2.460000        0
  50     1.00   278.00     6.00     5.00     2.570000     2.730000    2.900000        0
  50     1.00   278.00     6.00    10.00     3.030000     3.230000    3.470000        0
  50     1.00   278.00     6.00    20.00     3.780000     4.070000    4.410000        0
  50     1.00   278.00     8.00     0.10     1.900000     1.950000    2.020000        0
  50     1.00   278.00     8.00     0.20     1.970000     2.030000    2.100000        0
  50     1.00   278.00     8.00     0.50     2.070000     2.140000    2.220000        0
  50     1.00   278.00     8.00     1.00     2.180000     2.260000    2.350000        0
  50     1.00   278.00     8.00     2.00     2.340000     2.430000    2.540000        0
  50     1.00   278.00     8.00     5.00     2.680000     2.800000    2.940000        0
  50     1.00   278.00     8.00    10.00     3.130000     3.280000    3.460000        0
  50     1.00   278.00     8.00    20.00     3.850000     4.050000    4.300000        0
  50     1.00   278.00    10.00     0.10     2.020000     2.060000    2.120000        0
  50     1.00   278.00    10.00     0.20     2.070000     2.130000    2.190000        0
  50     1.00   278.00    10.00     0.50     2.170000     2.230000    2.300000        0
  50     1.00   278.00    10.00     1.00     2.280000     2.350000    2.420000        0
  50     1.00   278.00    10.00     2.00     2.440000     2.510000    2.600000        0
  50     1.00   278.00    10.00     5.00     2.780000     2.870000    2.990000        0
  50     1.00   278.00    10.00    10.00     3.210000     3.330000    3.470000        0
  50     1.00   278.00    10.00    20.00     3.920000     4.080000    4.280000        0
  50     1.00   278.00    13.00     0.10     2.150000     2.190000    2.240000        0
  50     1.00   278.00    13.00     0.20     2.210000     2.250000    2.310000        0
  50     1.00   278.00    13.00     0.50     2.300000     2.350000    2.410000        0
  50     1.00   278.00    13.00     1.00     2.410000     2.460000    2.530000        0
  50     1.00   278.00    13.00     2.00     2.570000     2.620000    2.700000        0
  50     1.00   278.00    13.00     5.00     2.900000     2.970000    3.060000        0
  50     1.00   278.00    13.00    10.00     3.320000     3.410000    3.530000        0
  50     1.00   278.00    13.00    20.00     4.030000     4.140000    4.290000        0
  50     1.00   278.00    16.00     0.10     2.270000     2.300000    2.350000        0
  50     1.00   278.00    16.00     0.20     2.330000     2.360000    2.400000        0
  50     1.00   278.00    16.00     0.50     2.420000     2.450000    2.500000        0
  50     1.00   278.00    16.00     1.00     2.520000     2.560000    2.620000        0
  50     1.00   278.00    16.00     2.00     2.680000     2.720000    2.780000        0
  50     1.00   278.00    16.00     5.00     3.010000     3.060000    3.140000        0
  50     1.00   278.00    16.00    10.00     3.420000     3.490000    3.590000        0
  50     1.00   278.00    16.00    20.00     4.120000     4.200000    4.330000        0
  50     1.00   278.00    20.00     0.10     2.400000     2.420000    2.470000        0
  50     1.00   278.00    20.00     0.20     2.460000     2.470000    2.510000        0
  50     1.00   278.00    20.00     0.50     2.550000     2.570000    2.610000        0
  50     1.00   278.00    20.00     1.00     2.660000     2.670000    2.720000        0
  50     1.00   278.00    20.00     2.00     2.810000     2.830000    2.890000        0
  50     1.00   278.00    20.00     5.00     3.130000     3.160000    3.230000        0
  50     1.00   278.00    20.00    10.00     3.550000     3.590000    3.670000        0
  50     1.00   278.00    20.00    20.00     4.250000     4.290000    4.400000        0
  50     1.00   494.36     1.00     0.10     1.070000     1.483159    2.404606        1
  50     1.00   494.36     1.00     0.20     1.150000     1.636329    2.776376        1
  50     1.00   494.36     1.00     0.50     1.260000     1.863702    3.457038        1
  50     1.00   494.36     1.00     1.00     1.390000     2.181831    4.807354        1
  50     1.00   494.36     1.00     2.00     1.570000     2.627873    7.491745        1
  50     1.00   494.36     1.00     5.00     1.950000     3.781063   42.223504        1
  50     1.00   494.36     1.00    10.00     2.430000     5.598196 1000.000000        1
  50     1.00   494.36     1.00    20.00     3.190000     9.321331 1000.000000        1
  50     1.00   494.36     2.00     0.10     1.320000     1.600000    2.000000        0
  50     1.00   494.36     2.00     0.20     1.380000     1.690000    2.150000        0
  50     1.00   494.36     2.00     0.50     1.490000     1.870000    2.440000        0
  50     1.00   494.36     2.00     1.00     1.620000     2.046625    2.749665        1
  50     1.00   494.36     2.00     2.00     1.790000     2.313636    3.238857        1
  50     1.00   494.36     2.00     5.00     2.170000     2.958147    4.589663        1
  50     1.00   494.36     2.00    10.00     2.670000     3.853733    6.869435        1
  50     1.00   494.36     2.00    20.00     3.530000     5.510134   12.465054        1
  50     1.00   494.36     3.00     0.10     1.470000     1.680000    1.960000        0
  50     1.00   494.36     3.00     0.20     1.530000     1.760000    2.060000        0
  50     1.00   494.36     3.00     0.50     1.640000     1.910000    2.270000        0
  50     1.00   494.36     3.00     1.00     1.760000     2.070000    2.510000        0
  50     1.00   494.36     3.00     2.00     1.930000     2.310000    2.850000        0
  50     1.00   494.36     3.00     5.00     2.300000     2.850000    3.700000        0
  50     1.00   494.36     3.00    10.00     2.790000     3.537778    4.834848        1
  50     1.00   494.36     3.00    20.00     3.610000     4.761796    7.015393        1
  50     1.00   494.36     4.00     0.10     1.580000     1.760000    1.980000        0
  50     1.00   494.36     4.00     0.20     1.650000     1.830000    2.070000        0
  50     1.00   494.36     4.00     0.50     1.760000     1.970000    2.250000        0
  50     1.00   494.36     4.00     1.00     1.870000     2.120000    2.440000        0
  50     1.00   494.36     4.00     2.00     2.040000     2.330000    2.720000        0
  50     1.00   494.36     4.00     5.00     2.400000     2.810000    3.380000        0
  50     1.00   494.36     4.00    10.00     2.870000     3.440000    4.280000        0
  50     1.00   494.36     4.00    20.00     3.660000     4.500000    5.840000        0
  50     1.00   494.36     5.00     0.10     1.680000     1.830000    2.010000        0
  50     1.00   494.36     5.00     0.20     1.740000     1.900000    2.100000        0
  50     1.00   494.36     5.00     0.50     1.850000     2.030000    2.260000        0
  50     1.00   494.36     5.00     1.00     1.960000     2.170000    2.430000        0
  50     1.00   494.36     5.00     2.00     2.120000     2.370000    2.680000        0
  50     1.00   494.36     5.00     5.00     2.480000     2.810000    3.240000        0
  50     1.00   494.36     5.00    10.00     2.940000     3.380000    4.000000        0
  50     1.00   494.36     5.00    20.00     3.700000     4.340000    5.260000        0
  50     1.00   494.36     6.00     0.10     1.750000     1.890000    2.050000        0
  50     1.00   494.36     6.00     0.20     1.820000     1.960000    2.130000        0
  50     1.00   494.36     6.00     0.50     1.930000     2.090000    2.280000        0
  50     1.00   494.36     6.00     1.00     2.040000     2.220000    2.440000        0
  50     1.00   494.36     6.00     2.00     2.200000     2.410000    2.670000        0
  50     1.00   494.36     6.00     5.00     2.550000     2.830000    3.180000        0
  50     1.00   494.36     6.00    10.00     3.000000     3.370000    3.860000        0
  50     1.00   494.36     6.00    20.00     3.740000     4.250000    4.960000        0
  50     1.00   494.36     8.00     0.10     1.890000     1.990000    2.130000        0
  50     1.00   494.36     8.00     0.20     1.950000     2.070000    2.210000        0
  50     1.00   494.36     8.00     0.50     2.060000     2.190000    2.350000        0
  50     1.00   494.36     8.00     1.00     2.160000     2.310000    2.490000        0
  50     1.00   494.36     8.00     2.00     2.320000     2.490000    2.690000        0
  50     1.00   494.36     8.00     5.00     2.670000     2.880000    3.150000        0
  50     1.00   494.36     8.00    10.00     3.100000     3.380000    3.730000        0
  50     1.00   494.36     8.00    20.00     3.820000     4.190000    4.680000        0
  50     1.00   494.36    10.00     0.10     2.000000     2.090000    2.210000        0
  50     1.00   494.36    10.00     0.20     2.060000     2.160000    2.290000        0
  50     1.00   494.36    10.00     0.50     2.160000     2.270000    2.410000        0
  50     1.00   494.36    10.00     1.00     2.270000     2.390000    2.540000        0
  50     1.00   494.36    10.00     2.00     2.430000     2.560000    2.740000        0
  50     1.00   494.36    10.00     5.00     2.760000     2.940000    3.160000        0
  50     1.00   494.36    10.00    10.00     3.190000     3.410000    3.690000        0
  50     1.00   494.36    10.00    20.00     3.890000     4.180000    4.570000        0
  50     1.00   494.36    13.00     0.10     2.140000     2.220000    2.310000        0
  50     1.00   494.36    13.00     0.20     2.200000     2.280000    2.390000        0
  50     1.00   494.36    13.00     0.50     2.290000     2.380000    2.500000        0
  50     1.00   494.36    13.00     1.00     2.400000     2.500000    2.620000        0
  50     1.00   494.36    13.00     2.00     2.550000     2.660000    2.810000        0
  50     1.00   494.36    13.00     5.00     2.880000     3.020000    3.200000        0
  50     1.00   494.36    13.00    10.00     3.300000     3.470000    3.690000        0
  50     1.00   494.36    13.00    20.00     4.000000     4.220000    4.510000        0
  50     1.00   494.36    16.00     0.10     2.260000     2.330000    2.410000        0
  50     1.00   494.36    16.00     0.20     2.310000     2.380000    2.470000        0
  50     1.00   494.36    16.00     0.50     2.400000     2.480000    2.580000        0
  50     1.00   494.36    16.00     1.00     2.510000     2.590000    2.700000        0
  50     1.00   494.36    16.00     2.00     2.660000     2.750000    2.870000        0
  50     1.00   494.36    16.00     5.00     2.980000     3.100000    3.250000        0
  50     1.00   494.36    16.00    10.00     3.400000     3.540000    3.730000        0
  50     1.00   494.36    16.00    20.00     4.090000     4.270000    4.510000        0
  50     1.00   494.36    20.00     0.10     2.390000     2.450000    2.520000        0
  50     1.00   494.36    20.00     0.20     2.430000     2.490000    2.570000        0
  50     1.00   494.36    20.00     0.50     2.520000     2.590000    2.680000        0
  50     1.00   494.36    20.00     1.00     2.630000     2.700000    2.790000        0
  50     1.00   494.36    20.00     2.00     2.780000     2.860000    2.960000        0
  50     1.00   494.36    20.00     5.00     3.100000     3.200000    3.320000        0
  50     1.00   494.36    20.00    10.00     3.510000     3.630000    3.780000        0
  50     1.00   494.36    20.00    20.00     4.200000     4.350000    4.550000        0
  50     1.00   879.11     1.00     0.10     1.050000     1.831056   10.175972        1
  50     1.00   879.11     1.00     0.20     1.120000     2.067619   22.690306        1
  50     1.00   879.11     1.00     0.50     1.220000     2.447933 1000.000000        1
  50     1.00   879.11     1.00     1.00     1.340000     2.911793 1000.000000        1
  50     1.00   879.11     1.00     2.00     1.510000     3.790254 1000.000000        1
  50     1.00   879.11     1.00     5.00     1.860000     6.480785 1000.000000        1
  50     1.00   879.11     1.00    10.00     2.290000    14.532569 1000.000000        1
  50     1.00   879.11     1.00    20.00     2.980000    35.178059 1000.000000        1
  50     1.00   879.11     2.00     0.10     1.300000     1.760922    2.908755        1
  50     1.00   879.11     2.00     0.20     1.360000     1.878406    3.201999        1
  50     1.00   879.11     2.00     0.50     1.470000     2.098702    3.934560        1
  50     1.00   879.11     2.00     1.00     1.590000     2.331676    4.911639        1
  50     1.00   879.11     2.00     2.00     1.760000     2.698443    6.531565        1
  50     1.00   879.11     2.00     5.00     2.120000     3.551544   14.691885        1
  50     1.00   879.11     2.00    10.00     2.610000     4.976507 1000.000000        1
  50     1.00   879.11     2.00    20.00     3.420000     7.150293 1000.000000        1
  50     1.00   879.11     3.00     0.10     1.450000     1.810000    2.480000        0
  50     1.00   879.11     3.00     0.20     1.520000     1.909391    2.653662        1
  50     1.00   879.11     3.00     0.50     1.620000     2.072013    2.991487        1
  50     1.00   879.11     3.00     1.00     1.740000     2.261153    3.418031        1
  50     1.00   879.11     3.00     2.00     1.900000     2.527436    3.992547        1
  50     1.00   879.11     3.00     5.00     2.270000     3.176633    5.798097        1
  50     1.00   879.11     3.00    10.00     2.740000     4.087359    9.035780        1
  50     1.00   879.11     3.00    20.00     3.540000     5.510368   16.392360        1
  50     1.00   879.11     4.00     0.10     1.570000     1.860000    2.350000        0
  50     1.00   879.11     4.00     0.20     1.630000     1.950000    2.490000        0
  50     1.00   879.11     4.00     0.50     1.740000     2.110000    2.750000        0
  50     1.00   879.11     4.00     1.00     1.850000     2.270000    3.040000        0
  50     1.00   879.11     4.00     2.00     2.020000     2.520000    3.480000        0
  50     1.00   879.11     4.00     5.00     2.370000     3.044962    4.511206        1
  50     1.00   879.11     4.00    10.00     2.840000     3.805879    6.164831        1
  50     1.00   879.11     4.00    20.00     3.610000     4.956255    8.975267        1
  50     1.00   879.11     5.00     0.10     1.660000     1.910000    2.310000        0
  50     1.00   879.11     5.00     0.20     1.730000     1.990000    2.430000        0
  50     1.00   879.11     5.00     0.50     1.830000     2.140000    2.650000        0
  50     1.00   879.11     5.00     1.00     1.940000     2.290000    2.880000        0
  50     1.00   879.11     5.00     2.00     2.110000     2.520000    3.230000        0
  50     1.00   879.11     5.00     5.00     2.460000     3.020000    4.070000        0
  50     1.00   879.11     5.00    10.00     2.910000     3.665036    5.198195        1
  50     1.00   879.11     5.00    20.00     3.660000     4.685135    7.083782        1
  50     1.00   879.11     6.00     0.10     1.740000     1.960000    2.300000        0
  50     1.00   879.11     6.00     0.20     1.810000     2.050000    2.410000        0
  50     1.00   879.11     6.00     0.50     1.910000     2.180000    2.610000        0
  50     1.00   879.11     6.00     1.00     2.020000     2.330000    2.810000        0
  50     1.00   879.11     6.00     2.00     2.180000     2.540000    3.110000        0
  50     1.00   879.11     6.00     5.00     2.530000     3.000000    3.810000        0
  50     1.00   879.11     6.00    10.00     2.970000     3.600000    4.750000        0
  50     1.00   879.11     6.00    20.00     3.710000     4.544102    6.256194        1
  50     1.00   879.11     8.00     0.10     1.880000     2.060000    2.330000        0
  50     1.00   879.11     8.00     0.20     1.940000     2.140000    2.430000        0
  50     1.00   879.11     8.00     0.50     2.040000     2.260000    2.590000        0
  50     1.00   879.11     8.00     1.00     2.150000     2.400000    2.760000        0
  50     1.00   879.11     8.00     2.00     2.310000     2.590000    3.020000        0
  50     1.00   879.11     8.00     5.00     2.650000     3.010000    3.580000        0
  50     1.00   879.11     8.00    10.00     3.080000     3.550000    4.320000        0
  50     1.00   879.11     8.00    20.00     3.800000     4.420000    5.520000        0
  50     1.00   879.11    10.00     0.10     2.000000     2.150000    2.380000        0
  50     1.00   879.11    10.00     0.20     2.050000     2.230000    2.470000        0
  50     1.00   879.11    10.00     0.50     2.150000     2.340000    2.610000        0
  50     1.00   879.11    10.00     1.00     2.260000     2.460000    2.770000        0
  50     1.00   879.11    10.00     2.00     2.420000     2.650000    3.000000        0
  50     1.00   879.11    10.00     5.00     2.750000     3.040000    3.500000        0
  50     1.00   879.11    10.00    10.00     3.170000     3.550000    4.140000        0
  50     1.00   879.11    10.00    20.00     3.880000     4.360000    5.180000        0
  50     1.00   879.11    13.00     0.10     2.130000     2.270000    2.460000        0
  50     1.00   879.11    13.00     0.20     2.190000     2.340000    2.540000        0
  50     1.00   879.11    13.00     0.50     2.280000     2.440000    2.660000        0
  50     1.00   879.11    13.00     1.00     2.390000     2.560000    2.800000        0
  50     1.00   879.11    13.00     2.00     2.540000     2.730000    3.010000        0
  50     1.00   879.11    13.00     5.00     2.870000     3.110000    3.460000        0
  50     1.00   879.11    13.00    10.00     3.290000     3.580000    4.030000        0
  50     1.00   879.11    13.00    20.00     3.980000     4.360000    4.960000        0
  50     1.00   879.11    16.00     0.10     2.250000     2.370000    2.540000        0
  50     1.00   879.11    16.00     0.20     2.300000     2.430000    2.600000        0
  50     1.00   879.11    16.00     0.50     2.390000     2.530000    2.720000        0
  50     1.00   879.11    16.00     1.00     2.500000     2.650000    2.850000        0
  50     1.00   879.11    16.00     2.00     2.650000     2.810000    3.050000        0
  50     1.00   879.11    16.00     5.00     2.980000     3.170000    3.470000        0
  50     1.00   879.11    16.00    10.00     3.390000     3.630000    4.000000        0
  50     1.00   879.11    16.00    20.00     4.080000     4.390000    4.870000        0
  50     1.00   879.11    20.00     0.10     2.380000     2.480000    2.630000        0
  50     1.00   879.11    20.00     0.20     2.430000     2.530000    2.690000        0
  50     1.00   879.11    20.00     0.50     2.520000     2.630000    2.800000        0
  50     1.00   879.11    20.00     1.00     2.620000     2.750000    2.920000        0
  50     1.00   879.11    20.00     2.00     2.770000     2.910000    3.110000        0
  50     1.00   879.11    20.00     5.00     3.090000     3.260000    3.500000        0
  50     1.00   879.11    20.00    10.00     3.510000     3.710000    4.010000        0
  50     1.00   879.11    20.00    20.00     4.200000     4.450000    4.840000        0
  50     1.00  1563.31     1.00     0.10     1.090000     4.050435 1000.000000        1
  50     1.00  1563.31     1.00     0.20     1.140000     4.476549 1000.000000        1
  50     1.00  1563.31     1.00     0.50     1.190000     5.261904 1000.000000        1
  50     1.00  1563.31     1.00     1.00     1.310000    10.136107 1000.000000        1
  50     1.00  1563.31     1.00     2.00     1.470000  1000.000000 1000.000000        1
  50     1.00  1563.31     1.00     5.00     1.800000  1000.000000 1000.000000        1
  50     1.00  1563.31     1.00    10.00     2.190000  1000.000000 1000.000000        1
  50     1.00  1563.31     1.00    20.00     2.830000  1000.000000 1000.000000        1
  50     1.00  1563.31     2.00     0.10     1.280000     2.235297   20.087215        1
  50     1.00  1563.31     2.00     0.20     1.350000     2.412054   89.211915        1
  50     1.00  1563.31     2.00     0.50     1.470000     2.810947 1000.000000        1
  50     1.00  1563.31     2.00     1.00     1.600000     3.405844 1000.000000        1
  50     1.00  1563.31     2.00     2.00     1.780000     4.453836 1000.000000        1
  50     1.00  1563.31     2.00     5.00     2.170000     6.589824 1000.000000        1
  50     1.00  1563.31     2.00    10.00     2.680000    12.642506 1000.000000        1
  50     1.00  1563.31     2.00    20.00     3.520000    31.668976 1000.000000        1
  50     1.00  1563.31     3.00     0.10     1.520000     2.292352    5.851221        1
  50     1.00  1563.31     3.00     0.20     1.450000     2.115437    4.903785        1
  50     1.00  1563.31     3.00     0.50     1.630000     2.515299    7.666253        1
  50     1.00  1563.31     3.00     1.00     1.750000     2.847815   11.479673        1
  50     1.00  1563.31     3.00     2.00     1.930000     3.389275   31.410971        1
  50     1.00  1563.31     3.00     5.00     2.330000     4.467735 1000.000000        1
  50     1.00  1563.31     3.00    10.00     2.840000     6.372865 1000.000000        1
  50     1.00  1563.31     3.00    20.00     3.720000     9.892439 1000.000000        1
  50     1.00  1563.31     4.00     0.10     1.570000     2.121379    3.673893        1
  50     1.00  1563.31     4.00     0.20     1.640000     2.235012    4.066276        1
  50     1.00  1563.31     4.00     0.50     1.750000     2.440252    4.773984        1
  50     1.00  1563.31     4.00     1.00     1.870000     2.702486    5.813924        1
  50     1.00  1563.31     4.00     2.00     2.050000     3.107409    8.039208        1
  50     1.00  1563.31     4.00     5.00     2.440000     3.901069   16.015667        1
  50     1.00  1563.31     4.00    10.00     2.940000     5.145143   64.134973        1
  50     1.00  1563.31     4.00    20.00     3.790000     7.219460 1000.000000        1
  50     1.00  1563.31     5.00     0.10     1.670000     2.141707    3.253158        1
  50     1.00  1563.31     5.00     0.20     1.740000     2.246452    3.520855        1
  50     1.00  1563.31     5.00     0.50     1.850000     2.430235    3.980294        1
  50     1.00  1563.31     5.00     1.00     1.970000     2.658048    4.591548        1
  50     1.00  1563.31     5.00     2.00     2.140000     2.980163    5.630449        1
  50     1.00  1563.31     5.00     5.00     2.530000     3.664645    8.481233        1
  50     1.00  1563.31     5.00    10.00     3.020000     4.651175   13.920538        1
  50     1.00  1563.31     5.00    20.00     3.840000     6.229976   36.986951        1
  50     1.00  1563.31     6.00     0.10     1.760000     2.180000    3.070000        0
  50     1.00  1563.31     6.00     0.20     1.820000     2.263838    3.251822        1
  50     1.00  1563.31     6.00     0.50     1.930000     2.434304    3.606593        1
  50     1.00  1563.31     6.00     1.00     2.050000     2.641118    4.055052        1
  50     1.00  1563.31     6.00     2.00     2.220000     2.927829    4.763716        1
  50     1.00  1563.31     6.00     5.00     2.600000     3.533809    6.495012        1
  50     1.00  1563.31     6.00    10.00     3.080000     4.379882    9.183686        1
  50     1.00  1563.31     6.00    20.00     3.890000     5.743038   15.831954        1
  50     1.00  1563.31     8.00     0.10     1.900000     2.250000    2.900000        0
  50     1.00  1563.31     8.00     0.20     1.960000     2.330000    3.040000        0
  50     1.00  1563.31     8.00     0.50     2.060000     2.470000    3.290000        0
  50     1.00  1563.31     8.00     1.00     2.180000     2.650000    3.590000        0
  50     1.00  1563.31     8.00     2.00     2.350000     2.897057    4.057722        1
  50     1.00  1563.31     8.00     5.00     2.720000     3.425324    5.118518        1
  50     1.00  1563.31     8.00    10.00     3.190000     4.135125    6.575845        1
  50     1.00  1563.31     8.00    20.00     3.970000     5.259290    9.317426        1
  50     1.00  1563.31    10.00     0.10     2.010000     2.310000    2.840000        0
  50     1.00  1563.31    10.00     0.20     2.070000     2.380000    2.950000        0
  50     1.00  1563.31    10.00     0.50     2.170000     2.520000    3.150000        0
  50     1.00  1563.31    10.00     1.00     2.280000     2.680000    3.400000        0
  50     1.00  1563.31    10.00     2.00     2.450000     2.900000    3.760000        0
  50     1.00  1563.31    10.00     5.00     2.810000     3.390000    4.590000        0
  50     1.00  1563.31    10.00    10.00     3.280000     4.031366    5.678677        1
  50     1.00  1563.31    10.00    20.00     4.050000     5.053522    7.578298        1
  50     1.00  1563.31    13.00     0.10     2.150000     2.400000    2.820000        0
  50     1.00  1563.31    13.00     0.20     2.200000     2.470000    2.910000        0
  50     1.00  1563.31    13.00     0.50     2.300000     2.590000    3.080000        0
  50     1.00  1563.31    13.00     1.00     2.410000     2.730000    3.280000        0
  50     1.00  1563.31    13.00     2.00     2.580000     2.940000    3.580000        0
  50     1.00  1563.31    13.00     5.00     2.940000     3.390000    4.240000        0
  50     1.00  1563.31    13.00    10.00     3.390000     3.970000    5.100000        0
  50     1.00  1563.31    13.00    20.00     4.150000     4.909869    6.521700        1
  50     1.00  1563.31    16.00     0.10     2.260000     2.480000    2.830000        0
  50     1.00  1563.31    16.00     0.20     2.310000     2.540000    2.910000        0
  50     1.00  1563.31    16.00     0.50     2.410000     2.660000    3.070000        0
  50     1.00  1563.31    16.00     1.00     2.520000     2.800000    3.250000        0
  50     1.00  1563.31    16.00     2.00     2.690000     2.990000    3.510000        0
  50     1.00  1563.31    16.00     5.00     3.040000     3.420000    4.090000        0
